tenure,InternetService,TechSupport,Contract,PaymentMethod,MonthlyCharges,TotalCharges,AverageCharges,Churn
5,Fiber optic,No,Month-to-month,Electronic check,96.55,500.1,100.02,0
30,DSL,No,One year,Credit card (automatic),79.3,2427.1,80.9,0
40,Fiber optic,Yes,One year,Credit card (automatic),89.6,3488.15,87.2,0
54,No,No internet service,Two year,Mailed check,20.5,1035.7,19.18,0
72,Fiber optic,No,Two year,Bank transfer (automatic),106.3,7565.35,105.07,0
28,Fiber optic,No,One year,Bank transfer (automatic),100.35,2799.0,99.96,0
18,Fiber optic,Yes,Month-to-month,Electronic check,85.6,1601.5,88.97,0
2,DSL,No,Month-to-month,Electronic check,45.25,85.5,42.75,1
59,Fiber optic,No,One year,Electronic check,106.15,6256.2,106.04,0
22,DSL,Yes,Month-to-month,Electronic check,51.1,1232.9,56.04,0
1,No,No internet service,Month-to-month,Mailed check,19.9,19.9,19.9,0
72,No,No internet service,Two year,Credit card (automatic),25.7,1937.4,26.91,0
14,Fiber optic,No,Month-to-month,Electronic check,74.3,1096.25,78.3,1
50,Fiber optic,Yes,One year,Electronic check,99.4,5059.75,101.2,0
48,DSL,Yes,One year,Bank transfer (automatic),69.7,3023.65,62.99,0
49,Fiber optic,No,Month-to-month,Electronic check,98.35,4889.2,99.78,0
28,Fiber optic,No,Month-to-month,Electronic check,85.45,2289.9,81.78,0
68,Fiber optic,No,Month-to-month,Electronic check,95.9,6503.2,95.64,0
13,Fiber optic,Yes,Month-to-month,Electronic check,100.75,1313.25,101.02,0
11,Fiber optic,No,Month-to-month,Electronic check,89.2,990.3,90.03,0
3,Fiber optic,No,Month-to-month,Credit card (automatic),74.1,228.0,76.0,1
57,Fiber optic,No,Month-to-month,Electronic check,100.6,5746.15,100.81,1
3,Fiber optic,No,Month-to-month,Mailed check,75.0,209.1,69.7,1
72,No,No internet service,Two year,Credit card (automatic),25.75,1864.2,25.89,0
70,DSL,Yes,Two year,Electronic check,84.1,5979.7,85.42,0
49,DSL,Yes,Two year,Bank transfer (automatic),79.3,3902.45,79.64,0
67,Fiber optic,No,One year,Credit card (automatic),107.05,7142.5,106.6,0
46,No,No internet service,Two year,Bank transfer (automatic),20.05,902.0,19.61,0
64,DSL,Yes,Two year,Credit card (automatic),70.2,4481.0,70.02,1
37,No,No internet service,Month-to-month,Bank transfer (automatic),19.5,805.2,21.76,0
2,Fiber optic,No,Month-to-month,Electronic check,70.75,154.85,77.42,1
13,DSL,No,Month-to-month,Electronic check,45.3,528.45,40.65,0
72,Fiber optic,Yes,Two year,Electronic check,115.15,8349.7,115.97,0
68,DSL,Yes,Two year,Bank transfer (automatic),72.95,4953.25,72.84,0
15,No,No internet service,One year,Mailed check,19.65,332.65,22.18,0
24,No,No internet service,Two year,Bank transfer (automatic),19.55,470.2,19.59,0
24,Fiber optic,Yes,Month-to-month,Electronic check,89.55,2259.35,94.14,0
27,DSL,No,Month-to-month,Mailed check,50.35,1411.35,52.27,0
12,DSL,Yes,Month-to-month,Bank transfer (automatic),50.25,593.75,49.48,1
71,DSL,Yes,Two year,Credit card (automatic),87.25,6328.7,89.14,0
67,No,No internet service,Two year,Mailed check,20.8,1411.9,21.07,0
63,Fiber optic,Yes,Two year,Bank transfer (automatic),109.25,6841.4,108.59,0
1,No,No internet service,Month-to-month,Mailed check,20.35,20.35,20.35,0
4,DSL,No,Month-to-month,Electronic check,55.9,238.5,59.62,0
40,Fiber optic,No,Month-to-month,Credit card (automatic),79.2,3233.85,80.85,1
12,Fiber optic,No,Month-to-month,Electronic check,96.0,1062.1,88.51,1
52,DSL,No,Two year,Electronic check,79.2,4016.3,77.24,0
10,No,No internet service,Month-to-month,Electronic check,24.0,226.55,22.66,0
68,Fiber optic,No,One year,Bank transfer (automatic),101.35,7110.75,104.57,0
54,Fiber optic,Yes,Month-to-month,Electronic check,100.1,5440.9,100.76,1
4,DSL,Yes,Month-to-month,Mailed check,56.5,235.1,58.78,1
52,DSL,No,One year,Mailed check,35.45,1958.95,37.67,0
1,Fiber optic,No,Month-to-month,Electronic check,85.0,85.0,85.0,1
70,DSL,Yes,One year,Bank transfer (automatic),79.4,5528.9,78.98,0
43,DSL,No,One year,Credit card (automatic),35.2,1463.7,34.04,0
52,No,No internet service,Two year,Mailed check,19.65,1025.05,19.71,0
12,DSL,Yes,Two year,Mailed check,49.85,552.1,46.01,0
56,DSL,No,One year,Bank transfer (automatic),68.75,3815.4,68.13,0
0,DSL,Yes,Two year,Bank transfer (automatic),61.9,2283.3004408418656,inf,0
42,Fiber optic,No,Month-to-month,Electronic check,79.9,3313.4,78.89,0
22,Fiber optic,No,Month-to-month,Bank transfer (automatic),89.75,1938.9,88.13,0
51,DSL,No,One year,Electronic check,59.3,3014.65,59.11,1
27,No,No internet service,Month-to-month,Credit card (automatic),19.4,460.25,17.05,0
51,Fiber optic,No,One year,Bank transfer (automatic),93.65,4839.15,94.89,0
4,DSL,No,Month-to-month,Electronic check,49.4,184.4,46.1,1
1,No,No internet service,Month-to-month,Mailed check,19.9,19.9,19.9,0
35,DSL,No,Month-to-month,Mailed check,55.0,2010.55,57.44,1
71,DSL,Yes,One year,Bank transfer (automatic),72.9,5139.65,72.39,0
1,Fiber optic,No,Month-to-month,Electronic check,69.2,69.2,69.2,1
69,No,No internet service,Two year,Bank transfer (automatic),25.6,1673.4,24.25,0
14,No,No internet service,One year,Mailed check,19.75,309.35,22.1,0
57,DSL,Yes,Month-to-month,Electronic check,55.7,3171.6,55.64,0
72,Fiber optic,Yes,Two year,Credit card (automatic),117.5,8670.1,120.42,0
48,No,No internet service,Two year,Credit card (automatic),19.85,916.0,19.08,0
4,Fiber optic,No,Month-to-month,Mailed check,78.9,299.75,74.94,0
31,No,No internet service,Month-to-month,Electronic check,20.65,702.05,22.65,0
38,DSL,Yes,One year,Mailed check,62.3,2354.8,61.97,1
37,Fiber optic,No,Month-to-month,Electronic check,92.5,3473.4,93.88,1
1,No,No internet service,Month-to-month,Mailed check,19.65,19.65,19.65,0
57,DSL,No,Two year,Bank transfer (automatic),79.75,4438.2,77.86,0
62,DSL,Yes,Two year,Credit card (automatic),79.95,4819.75,77.74,0
3,DSL,Yes,Month-to-month,Electronic check,29.9,92.25,30.75,0
72,No,No internet service,Two year,Mailed check,19.75,1567.0,21.76,0
29,DSL,Yes,Month-to-month,Mailed check,45.0,1242.45,42.84,0
13,DSL,No,Month-to-month,Bank transfer (automatic),44.8,559.2,43.02,0
3,Fiber optic,No,Month-to-month,Electronic check,69.65,220.1,73.37,1
11,DSL,No,Month-to-month,Electronic check,51.1,531.15,48.29,0
21,DSL,Yes,Two year,Mailed check,53.15,1183.2,56.34,0
19,No,No internet service,Month-to-month,Bank transfer (automatic),24.7,465.85,24.52,0
61,Fiber optic,Yes,Two year,Credit card (automatic),111.6,6876.05,112.72,1
11,DSL,No,Month-to-month,Credit card (automatic),48.55,501.0,45.55,1
35,Fiber optic,Yes,Month-to-month,Electronic check,109.95,3782.4,108.07,0
25,No,No internet service,Month-to-month,Mailed check,20.8,460.2,18.41,0
1,No,No internet service,Month-to-month,Mailed check,20.2,20.2,20.2,1
67,No,No internet service,Two year,Bank transfer (automatic),25.6,1790.35,26.72,0
19,DSL,No,Month-to-month,Electronic check,39.65,733.35,38.6,1
56,No,No internet service,One year,Electronic check,24.9,1334.0,23.82,1
72,Fiber optic,No,Two year,Credit card (automatic),108.4,7767.25,107.88,0
43,No,No internet service,Two year,Mailed check,19.55,876.15,20.38,0
55,Fiber optic,No,Month-to-month,Electronic check,85.1,4600.95,83.65,0
2,DSL,No,Month-to-month,Mailed check,56.7,113.55,56.78,1
27,Fiber optic,No,Month-to-month,Mailed check,69.05,1793.25,66.42,0
13,Fiber optic,No,Month-to-month,Mailed check,70.15,886.7,68.21,0
70,Fiber optic,No,Two year,Mailed check,111.15,7737.55,110.54,0
14,Fiber optic,Yes,One year,Mailed check,105.95,1348.9,96.35,1
19,Fiber optic,Yes,One year,Bank transfer (automatic),89.35,1686.85,88.78,0
20,Fiber optic,No,Month-to-month,Bank transfer (automatic),89.1,1879.25,93.96,0
43,Fiber optic,Yes,One year,Credit card (automatic),91.25,4013.8,93.34,0
5,Fiber optic,No,Month-to-month,Mailed check,90.35,434.5,86.9,0
70,Fiber optic,Yes,One year,Bank transfer (automatic),105.55,7195.35,102.79,0
40,No,No internet service,Two year,Mailed check,19.1,780.1,19.5,0
6,No,No internet service,Two year,Credit card (automatic),20.4,107.6,17.93,0
39,Fiber optic,No,Two year,Electronic check,100.45,3801.7,97.48,0
4,Fiber optic,No,Month-to-month,Electronic check,74.95,308.7,77.18,1
15,DSL,Yes,Month-to-month,Electronic check,29.7,438.25,29.22,1
1,DSL,No,Month-to-month,Electronic check,50.35,50.35,50.35,1
45,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),85.7,3778.1,83.96,0
64,DSL,Yes,Two year,Electronic check,47.85,3147.5,49.18,1
57,Fiber optic,No,Month-to-month,Credit card (automatic),94.0,5438.95,95.42,0
72,DSL,Yes,Two year,Bank transfer (automatic),69.85,5102.35,70.87,0
1,Fiber optic,No,Month-to-month,Electronic check,70.3,70.3,70.3,1
72,No,No internet service,Two year,Credit card (automatic),25.85,1872.2,26.0,0
3,DSL,Yes,Two year,Mailed check,71.1,213.35,71.12,0
55,Fiber optic,No,Month-to-month,Electronic check,98.8,5617.75,102.14,1
59,Fiber optic,Yes,Month-to-month,Electronic check,93.35,5386.5,91.3,0
18,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),99.85,1776.95,98.72,1
32,Fiber optic,No,Month-to-month,Credit card (automatic),80.3,2483.05,77.6,1
4,DSL,No,Month-to-month,Bank transfer (automatic),50.55,235.65,58.91,0
66,Fiber optic,No,Month-to-month,Credit card (automatic),80.45,5224.35,79.16,1
27,Fiber optic,No,Month-to-month,Electronic check,81.3,2272.8,84.18,0
4,No,No internet service,Month-to-month,Credit card (automatic),20.7,83.75,20.94,0
60,DSL,Yes,Month-to-month,Credit card (automatic),79.05,4663.4,77.72,0
8,No,No internet service,Two year,Mailed check,19.05,201.7,25.21,0
8,No,No internet service,Two year,Credit card (automatic),19.6,125.0,15.62,0
35,No,No internet service,Two year,Mailed check,20.2,684.4,19.55,0
7,Fiber optic,No,Month-to-month,Electronic check,86.8,620.35,88.62,1
53,No,No internet service,Two year,Mailed check,20.9,1146.05,21.62,0
18,Fiber optic,Yes,Month-to-month,Credit card (automatic),103.6,1806.35,100.35,0
15,DSL,No,Two year,Mailed check,38.8,603.0,40.2,0
67,Fiber optic,No,One year,Bank transfer (automatic),88.4,5798.3,86.54,0
6,Fiber optic,No,Month-to-month,Electronic check,84.2,519.15,86.52,1
6,Fiber optic,No,Month-to-month,Electronic check,79.7,497.6,82.93,0
13,Fiber optic,Yes,Month-to-month,Mailed check,99.0,1301.7,100.13,1
11,Fiber optic,No,Month-to-month,Electronic check,100.75,1129.75,102.7,1
1,No,No internet service,Month-to-month,Mailed check,19.3,19.3,19.3,0
5,DSL,Yes,Month-to-month,Mailed check,55.75,266.95,53.39,0
13,No,No internet service,One year,Mailed check,19.95,257.0,19.77,0
9,Fiber optic,No,Month-to-month,Bank transfer (automatic),91.75,865.8,96.2,1
29,Fiber optic,Yes,Month-to-month,Mailed check,89.65,2623.65,90.47,0
1,DSL,No,Month-to-month,Mailed check,45.85,45.85,45.85,0
1,Fiber optic,No,Month-to-month,Mailed check,79.55,79.55,79.55,1
18,DSL,No,Month-to-month,Mailed check,55.95,1082.8,60.16,0
2,DSL,No,Month-to-month,Credit card (automatic),69.0,147.8,73.9,0
30,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),83.55,2570.2,85.67,0
66,DSL,Yes,Two year,Bank transfer (automatic),65.7,4378.9,66.35,0
38,Fiber optic,Yes,Two year,Bank transfer (automatic),94.9,3616.25,95.16,0
44,DSL,Yes,Month-to-month,Mailed check,61.9,2924.05,66.46,0
54,Fiber optic,Yes,Month-to-month,Electronic check,111.1,6014.85,111.39,1
2,No,No internet service,Month-to-month,Mailed check,20.0,32.7,16.35,0
42,DSL,Yes,One year,Mailed check,67.7,2882.25,68.62,0
58,No,No internet service,Two year,Credit card (automatic),25.15,1509.9,26.03,0
58,Fiber optic,No,Month-to-month,Electronic check,92.85,5305.05,91.47,0
25,Fiber optic,No,Month-to-month,Electronic check,89.1,2368.4,94.74,1
71,Fiber optic,Yes,Two year,Mailed check,111.3,7985.9,112.48,0
37,Fiber optic,No,Month-to-month,Bank transfer (automatic),101.9,3545.35,95.82,1
14,Fiber optic,Yes,Month-to-month,Electronic check,91.65,1301.0,92.93,1
4,Fiber optic,No,Month-to-month,Electronic check,88.85,372.45,93.11,1
48,DSL,Yes,One year,Bank transfer (automatic),60.6,2985.25,62.19,0
3,DSL,No,Month-to-month,Electronic check,25.3,77.75,25.92,1
8,DSL,Yes,Two year,Mailed check,65.5,564.35,70.54,0
1,Fiber optic,No,Month-to-month,Electronic check,95.45,95.45,95.45,1
67,No,No internet service,Two year,Bank transfer (automatic),19.95,1311.75,19.58,0
13,Fiber optic,No,Month-to-month,Electronic check,91.1,1135.7,87.36,1
45,DSL,Yes,One year,Credit card (automatic),54.15,2319.8,51.55,1
49,Fiber optic,No,Month-to-month,Bank transfer (automatic),74.6,3720.35,75.93,0
52,Fiber optic,No,Month-to-month,Bank transfer (automatic),94.6,5025.8,96.65,0
63,Fiber optic,No,One year,Credit card (automatic),81.15,5224.5,82.93,0
68,DSL,Yes,Two year,Bank transfer (automatic),89.05,6185.8,90.97,0
31,DSL,Yes,Month-to-month,Mailed check,49.2,1498.55,48.34,0
64,No,No internet service,Two year,Credit card (automatic),19.45,1208.6,18.88,0
62,Fiber optic,Yes,One year,Electronic check,104.3,6613.65,106.67,0
1,Fiber optic,No,Month-to-month,Bank transfer (automatic),69.7,69.7,69.7,1
6,Fiber optic,No,Month-to-month,Electronic check,89.5,573.3,95.55,1
21,Fiber optic,Yes,Month-to-month,Electronic check,86.05,1818.9,86.61,0
72,No,No internet service,Two year,Bank transfer (automatic),25.2,1787.35,24.82,0
32,DSL,No,Month-to-month,Electronic check,35.15,1051.05,32.85,0
71,Fiber optic,Yes,One year,Credit card (automatic),99.65,7181.25,101.14,0
34,Fiber optic,No,Month-to-month,Bank transfer (automatic),105.35,3688.6,108.49,0
3,DSL,No,Month-to-month,Electronic check,35.15,99.75,33.25,1
12,Fiber optic,No,Month-to-month,Credit card (automatic),73.75,871.4,72.62,1
8,Fiber optic,No,Month-to-month,Electronic check,101.35,780.5,97.56,1
35,No,No internet service,Two year,Bank transfer (automatic),24.3,821.6,23.47,0
3,Fiber optic,No,Month-to-month,Electronic check,80.7,239.45,79.82,0
3,Fiber optic,Yes,Month-to-month,Mailed check,89.85,244.45,81.48,0
53,DSL,No,One year,Electronic check,61.1,3357.9,63.36,0
4,DSL,No,Month-to-month,Electronic check,29.05,129.6,32.4,0
48,Fiber optic,No,One year,Bank transfer (automatic),99.7,4977.2,103.69,0
6,DSL,No,Month-to-month,Credit card (automatic),55.9,365.35,60.89,1
3,Fiber optic,No,Month-to-month,Electronic check,105.9,334.65,111.55,1
54,DSL,Yes,Two year,Credit card (automatic),46.0,2424.05,44.89,0
1,DSL,No,Month-to-month,Mailed check,43.95,43.95,43.95,1
62,DSL,Yes,Month-to-month,Bank transfer (automatic),80.4,4981.15,80.34,0
22,Fiber optic,No,One year,Mailed check,100.05,2090.25,95.01,0
1,DSL,No,Month-to-month,Bank transfer (automatic),45.1,45.1,45.1,1
51,Fiber optic,No,One year,Bank transfer (automatic),94.0,4905.75,96.19,0
30,DSL,No,One year,Credit card (automatic),68.95,2038.7,67.96,0
56,DSL,Yes,One year,Credit card (automatic),68.45,4014.0,71.68,0
35,DSL,Yes,One year,Electronic check,69.0,2441.7,69.76,0
64,DSL,Yes,Month-to-month,Electronic check,43.85,2751.0,42.98,0
30,DSL,No,Month-to-month,Electronic check,44.5,1307.8,43.59,0
25,No,No internet service,Two year,Mailed check,18.7,383.65,15.35,0
41,Fiber optic,No,Month-to-month,Bank transfer (automatic),70.25,2868.05,69.95,1
9,DSL,No,Month-to-month,Electronic check,55.35,449.75,49.97,1
1,DSL,No,Month-to-month,Mailed check,53.55,53.55,53.55,0
70,Fiber optic,Yes,Two year,Electronic check,114.6,7882.5,112.61,0
57,No,No internet service,Two year,Bank transfer (automatic),20.1,1087.7,19.08,0
9,Fiber optic,No,Month-to-month,Electronic check,85.5,791.7,87.97,0
69,Fiber optic,Yes,One year,Bank transfer (automatic),108.75,7493.05,108.59,0
43,Fiber optic,No,Month-to-month,Electronic check,103.0,4414.3,102.66,1
72,Fiber optic,No,Two year,Electronic check,97.85,6841.3,95.02,0
44,No,No internet service,Two year,Bank transfer (automatic),19.55,819.95,18.64,0
72,Fiber optic,No,Two year,Bank transfer (automatic),84.05,6052.25,84.06,0
33,Fiber optic,Yes,One year,Electronic check,103.75,3361.05,101.85,1
54,Fiber optic,No,Month-to-month,Credit card (automatic),89.4,4869.5,90.18,0
27,No,No internet service,Two year,Credit card (automatic),19.7,509.3,18.86,0
54,Fiber optic,No,Month-to-month,Bank transfer (automatic),79.85,4308.25,79.78,0
3,Fiber optic,No,Month-to-month,Credit card (automatic),74.45,221.1,73.7,0
53,DSL,No,One year,Bank transfer (automatic),74.1,3833.95,72.34,0
1,Fiber optic,No,Month-to-month,Electronic check,69.35,69.35,69.35,1
15,No,No internet service,One year,Mailed check,18.8,294.95,19.66,0
56,Fiber optic,No,Month-to-month,Electronic check,73.85,4092.85,73.09,1
5,DSL,Yes,Month-to-month,Credit card (automatic),64.4,316.9,63.38,0
48,DSL,No,One year,Credit card (automatic),55.8,2651.2,55.23,0
25,No,No internet service,Month-to-month,Credit card (automatic),20.05,471.7,18.87,0
3,Fiber optic,No,Month-to-month,Credit card (automatic),75.15,216.75,72.25,1
58,Fiber optic,No,One year,Bank transfer (automatic),99.15,5720.95,98.64,0
10,DSL,No,Month-to-month,Bank transfer (automatic),56.75,503.25,50.32,0
1,Fiber optic,No,Month-to-month,Electronic check,69.6,69.6,69.6,1
71,Fiber optic,Yes,Two year,Credit card (automatic),104.15,7365.3,103.74,0
65,Fiber optic,Yes,Two year,Credit card (automatic),110.8,7245.9,111.48,0
5,Fiber optic,No,Month-to-month,Electronic check,80.15,385.0,77.0,1
28,DSL,Yes,Month-to-month,Mailed check,35.75,961.4,34.34,0
67,DSL,Yes,Two year,Bank transfer (automatic),69.9,4615.9,68.89,0
35,Fiber optic,Yes,One year,Electronic check,89.2,3251.3,92.89,0
72,DSL,Yes,Two year,Credit card (automatic),55.65,3880.05,53.89,0
61,DSL,Yes,One year,Bank transfer (automatic),50.7,3088.75,50.64,0
68,No,No internet service,Two year,Credit card (automatic),20.0,1396.0,20.53,0
1,DSL,No,Month-to-month,Bank transfer (automatic),30.5,30.5,30.5,1
3,No,No internet service,Month-to-month,Mailed check,19.1,53.05,17.68,0
70,Fiber optic,No,Two year,Bank transfer (automatic),98.3,6859.5,97.99,1
48,DSL,No,Month-to-month,Credit card (automatic),45.55,2108.35,43.92,0
68,Fiber optic,No,One year,Credit card (automatic),101.05,6770.5,99.57,0
47,Fiber optic,Yes,One year,Electronic check,103.7,4730.6,100.65,0
32,DSL,Yes,One year,Mailed check,36.25,1151.05,35.97,0
5,DSL,No,Month-to-month,Mailed check,49.4,232.55,46.51,0
49,No,No internet service,Two year,Credit card (automatic),19.9,1022.6,20.87,0
48,Fiber optic,No,Month-to-month,Bank transfer (automatic),107.4,5121.3,106.69,1
13,Fiber optic,No,Month-to-month,Electronic check,82.0,1127.2,86.71,1
15,No,No internet service,Month-to-month,Mailed check,19.8,309.4,20.63,0
12,DSL,No,Month-to-month,Electronic check,45.05,523.1,43.59,0
67,DSL,Yes,Two year,Bank transfer (automatic),64.55,4250.1,63.43,0
9,Fiber optic,Yes,Month-to-month,Electronic check,86.25,770.5,85.61,0
13,No,No internet service,Two year,Bank transfer (automatic),19.75,246.7,18.98,0
38,Fiber optic,No,One year,Mailed check,89.1,3342.0,87.95,0
42,Fiber optic,No,Month-to-month,Electronic check,95.55,3930.6,93.59,0
24,Fiber optic,No,Month-to-month,Credit card (automatic),75.4,1747.85,72.83,1
27,Fiber optic,No,Month-to-month,Electronic check,101.25,2754.45,102.02,1
9,Fiber optic,No,Month-to-month,Credit card (automatic),102.6,897.75,99.75,0
49,DSL,Yes,One year,Credit card (automatic),56.3,2780.6,56.75,0
61,Fiber optic,Yes,Month-to-month,Credit card (automatic),94.2,5895.45,96.65,0
50,DSL,No,One year,Bank transfer (automatic),43.05,2208.05,44.16,0
25,Fiber optic,No,Month-to-month,Electronic check,89.5,2196.15,87.85,1
22,Fiber optic,No,Month-to-month,Bank transfer (automatic),74.4,1692.6,76.94,1
1,No,No internet service,Month-to-month,Mailed check,20.5,20.5,20.5,1
4,Fiber optic,No,Month-to-month,Electronic check,74.35,265.35,66.34,1
18,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),99.75,1836.25,102.01,1
56,Fiber optic,Yes,One year,Electronic check,111.95,6418.9,114.62,1
53,Fiber optic,Yes,One year,Electronic check,94.0,4871.45,91.91,0
51,Fiber optic,No,One year,Electronic check,98.85,4947.55,97.01,0
24,DSL,No,Two year,Electronic check,64.35,1558.65,64.94,0
62,DSL,No,Two year,Credit card (automatic),72.0,4284.2,69.1,0
24,DSL,No,Month-to-month,Mailed check,49.7,1218.25,50.76,0
